,fold_num,target_score,steps,fit_time,predict_time,accuracy,adjusted_balanced_accuracy,f1_weighted,geometric_mean,roc_auc_ovo,roc_auc_ovr,roc_auc_ovo_weighted,roc_auc_ovr_weighted
1,3,balanced_accuracy,"[('scale', PowerTransformer()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(ccp_alpha=0.004054689740604761,
                     class_weight='balanced_subsample', max_depth=10,
                     max_leaf_nodes=20, max_samples=0.920571102661142,
                     min_impurity_decrease=0.000669631864766318,
                     min_samples_leaf=8, n_estimators=161, n_jobs=-1,
                     random_state=2021, verbose=1))]",41.15446090698242,0.8659713268280029,0.6053007765714948,0.31267767534952634,0.5952560332022682,0.5064549273867973,0.7470111808894916,0.7411474406548676,0.7391338742091526,0.7302596120747866
2,3,f1_weighted,"[('scale', StandardScaler()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(bootstrap=True, ccp_alpha=0.035362295991831265,
                     class_weight='balanced', max_depth=5, max_leaf_nodes=30,
                     max_samples=0.8629774593902722,
                     min_impurity_decrease=0.14456549274058328,
                     min_samples_leaf=8, n_estimators=112, n_jobs=-1,
                     random_state=2021, verbose=1))]",1.52180814743042,0.16733765602111816,0.6098983889039138,0.2974347391833925,0.5945230554253732,0.48593575892804236,0.7287787758799079,0.7270636576848584,0.7245930097414756,0.7199814829926796
3,3,geometric_mean,"[('scale', PowerTransformer()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(ccp_alpha=0.004054689740604761,
                     class_weight='balanced_subsample', max_depth=10,
                     max_leaf_nodes=20, max_samples=0.920571102661142,
                     min_impurity_decrease=0.000669631864766318,
                     min_samples_leaf=8, n_estimators=161, n_jobs=-1,
                     random_state=2021, verbose=1))]",41.15446090698242,0.8659713268280029,0.6053007765714948,0.31267767534952634,0.5952560332022682,0.5064549273867973,0.7470111808894916,0.7411474406548676,0.7391338742091526,0.7302596120747866
4,3,roc_auc_ovo,"[('scale', PowerTransformer()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(ccp_alpha=0.004054689740604761,
                     class_weight='balanced_subsample', max_depth=10,
                     max_leaf_nodes=20, max_samples=0.920571102661142,
                     min_impurity_decrease=0.000669631864766318,
                     min_samples_leaf=8, n_estimators=161, n_jobs=-1,
                     random_state=2021, verbose=1))]",41.15446090698242,0.8659713268280029,0.6053007765714948,0.31267767534952634,0.5952560332022682,0.5064549273867973,0.7470111808894916,0.7411474406548676,0.7391338742091526,0.7302596120747866
5,3,roc_auc_ovr,"[('scale', PowerTransformer()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(ccp_alpha=0.004054689740604761,
                     class_weight='balanced_subsample', max_depth=10,
                     max_leaf_nodes=20, max_samples=0.920571102661142,
                     min_impurity_decrease=0.000669631864766318,
                     min_samples_leaf=8, n_estimators=161, n_jobs=-1,
                     random_state=2021, verbose=1))]",41.15446090698242,0.8659713268280029,0.6053007765714948,0.31267767534952634,0.5952560332022682,0.5064549273867973,0.7470111808894916,0.7411474406548676,0.7391338742091526,0.7302596120747866
6,3,roc_auc_ovo_weighted,"[('scale', PowerTransformer()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(ccp_alpha=0.004054689740604761,
                     class_weight='balanced_subsample', max_depth=10,
                     max_leaf_nodes=20, max_samples=0.920571102661142,
                     min_impurity_decrease=0.000669631864766318,
                     min_samples_leaf=8, n_estimators=161, n_jobs=-1,
                     random_state=2021, verbose=1))]",41.15446090698242,0.8659713268280029,0.6053007765714948,0.31267767534952634,0.5952560332022682,0.5064549273867973,0.7470111808894916,0.7411474406548676,0.7391338742091526,0.7302596120747866
7,3,roc_auc_ovr_weighted,"[('scale', PowerTransformer()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(ccp_alpha=0.004054689740604761,
                     class_weight='balanced_subsample', max_depth=10,
                     max_leaf_nodes=20, max_samples=0.920571102661142,
                     min_impurity_decrease=0.000669631864766318,
                     min_samples_leaf=8, n_estimators=161, n_jobs=-1,
                     random_state=2021, verbose=1))]",41.15446090698242,0.8659713268280029,0.6053007765714948,0.31267767534952634,0.5952560332022682,0.5064549273867973,0.7470111808894916,0.7411474406548676,0.7391338742091526,0.7302596120747866
0,4,accuracy,"[('scale', StandardScaler()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(bootstrap=True, ccp_alpha=0.035362295991831265,
                     class_weight='balanced', max_depth=5, max_leaf_nodes=30,
                     max_samples=0.8629774593902722,
                     min_impurity_decrease=0.14456549274058328,
                     min_samples_leaf=8, n_estimators=112, n_jobs=-1,
                     random_state=2021, verbose=1))]",1.789628267288208,0.12934088706970215,0.5851681587224776,0.3220420311347014,0.5802110831791337,0.5294177361309363,0.7473948068399938,0.7499027457174994,0.7475916881804365,0.7491342133451485
1,4,balanced_accuracy,"[('scale', StandardScaler()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(ccp_alpha=0.04704742440228131, class_weight='balanced',
                     max_depth=5, max_samples=0.7722593272493494,
                     min_impurity_decrease=0.04531285682137759,
                     min_samples_leaf=9, min_samples_split=4, n_estimators=89,
                     n_jobs=-1, random_state=2021, verbose=1))]",1.277909517288208,0.12270998954772949,0.5835349624969756,0.3367177218923842,0.5823717738715339,0.5464316555316977,0.7450152443660049,0.748469163910149,0.7457821474573796,0.7478890730062586
2,4,f1_weighted,"[('scale', StandardScaler()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(bootstrap=True, ccp_alpha=0.035362295991831265,
                     class_weight='balanced', max_depth=5, max_leaf_nodes=30,
                     max_samples=0.8629774593902722,
                     min_impurity_decrease=0.14456549274058328,
                     min_samples_leaf=8, n_estimators=112, n_jobs=-1,
                     random_state=2021, verbose=1))]",1.789628267288208,0.12934088706970215,0.5851681587224776,0.3220420311347014,0.5802110831791337,0.5294177361309363,0.7473948068399938,0.7499027457174994,0.7475916881804365,0.7491342133451485
3,4,geometric_mean,"[('scale', StandardScaler()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(ccp_alpha=0.04704742440228131, class_weight='balanced',
                     max_depth=5, max_samples=0.7722593272493494,
                     min_impurity_decrease=0.04531285682137759,
                     min_samples_leaf=9, min_samples_split=4, n_estimators=89,
                     n_jobs=-1, random_state=2021, verbose=1))]",1.277909517288208,0.12270998954772949,0.5835349624969756,0.3367177218923842,0.5823717738715339,0.5464316555316977,0.7450152443660049,0.748469163910149,0.7457821474573796,0.7478890730062586
4,4,roc_auc_ovo,"[('scale', PowerTransformer()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(ccp_alpha=0.004054689740604761,
                     class_weight='balanced_subsample', max_depth=10,
                     max_leaf_nodes=20, max_samples=0.920571102661142,
                     min_impurity_decrease=0.000669631864766318,
                     min_samples_leaf=8, n_estimators=161, n_jobs=-1,
                     random_state=2021, verbose=1))]",47.139026403427124,0.6034657955169678,0.5823251875151222,0.3405641950559872,0.581028954290745,0.5483361615767813,0.7494005896815564,0.7513075735431657,0.7492288389367895,0.7503238612741675
5,4,roc_auc_ovr,"[('scale', StandardScaler()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(bootstrap=True, ccp_alpha=0.035362295991831265,
                     class_weight='balanced', max_depth=5, max_leaf_nodes=30,
                     max_samples=0.8629774593902722,
                     min_impurity_decrease=0.14456549274058328,
                     min_samples_leaf=8, n_estimators=112, n_jobs=-1,
                     random_state=2021, verbose=1))]",1.789628267288208,0.12934088706970215,0.5851681587224776,0.3220420311347014,0.5802110831791337,0.5294177361309363,0.7473948068399938,0.7499027457174994,0.7475916881804365,0.7491342133451485
6,4,roc_auc_ovo_weighted,"[('scale', StandardScaler()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(bootstrap=True, ccp_alpha=0.035362295991831265,
                     class_weight='balanced', max_depth=5, max_leaf_nodes=30,
                     max_samples=0.8629774593902722,
                     min_impurity_decrease=0.14456549274058328,
                     min_samples_leaf=8, n_estimators=112, n_jobs=-1,
                     random_state=2021, verbose=1))]",1.789628267288208,0.12934088706970215,0.5851681587224776,0.3220420311347014,0.5802110831791337,0.5294177361309363,0.7473948068399938,0.7499027457174994,0.7475916881804365,0.7491342133451485
7,4,roc_auc_ovr_weighted,"[('scale', StandardScaler()), ('select_before', SelectKBest(k=5)), ('clf', ExtraTreesClassifier(bootstrap=True, ccp_alpha=0.035362295991831265,
                     class_weight='balanced', max_depth=5, max_leaf_nodes=30,
                     max_samples=0.8629774593902722,
                     min_impurity_decrease=0.14456549274058328,
                     min_samples_leaf=8, n_estimators=112, n_jobs=-1,
                     random_state=2021, verbose=1))]",1.789628267288208,0.12934088706970215,0.5851681587224776,0.3220420311347014,0.5802110831791337,0.5294177361309363,0.7473948068399938,0.7499027457174994,0.7475916881804365,0.7491342133451485
