,fold_num,target_score,steps,fit_time,predict_time,accuracy,adjusted_balanced_accuracy,f1_weighted,geometric_mean,roc_auc_ovo,roc_auc_ovr,roc_auc_ovo_weighted,roc_auc_ovr_weighted
4,3,roc_auc_ovo,"[('select_before', SelectKBest(k=4)), ('clf', CalibratedClassifierCV(base_estimator=BaggingClassifier(base_estimator=GaussianNB(),
                                                        n_jobs=-1,
                                                        random_state=2024,
                                                        verbose=1),
                       method='isotonic', n_jobs=-1))]",2.2353923320770264,0.31575751304626465,0.6115983464049762,0.2615252169387177,0.5823229285408297,0.43361977952997494,0.7310749921836402,0.7309998146000799,0.7280624554985732,0.7236932212233826
5,3,roc_auc_ovr,"[('select_before', SelectKBest(k=4)), ('clf', CalibratedClassifierCV(base_estimator=BaggingClassifier(base_estimator=GaussianNB(),
                                                        n_jobs=-1,
                                                        random_state=2024,
                                                        verbose=1),
                       method='isotonic', n_jobs=-1))]",2.2220585346221924,0.3270225524902344,0.6115983464049762,0.2615252169387177,0.5823229285408297,0.43361977952997494,0.7310749921836402,0.7309998146000799,0.7280624554985732,0.7236932212233826
6,3,roc_auc_ovo_weighted,"[('select_before', SelectKBest(k=6)), ('clf', BaggingClassifier(base_estimator=GaussianNB(), n_jobs=-1, random_state=2024,
                  verbose=1))]",2.181180953979492,0.19979405403137207,0.6055712243557547,0.29940276893563816,0.5893562250425903,0.481854935835333,0.749517253930983,0.7434275871278059,0.7408996276380178,0.7297138976520868
7,3,roc_auc_ovr_weighted,"[('select_before', SelectKBest(k=6)), ('clf', BaggingClassifier(base_estimator=GaussianNB(), n_jobs=-1, random_state=2024,
                  verbose=1))]",2.181180953979492,0.19979405403137207,0.6055712243557547,0.29940276893563816,0.5893562250425903,0.481854935835333,0.749517253930983,0.7434275871278059,0.7408996276380178,0.7297138976520868
0,4,accuracy,"[('select_before', SelectKBest(k=4)), ('clf', CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',
                       n_jobs=-1))]",3.7062113285064697,0.05907106399536133,0.586196467457053,0.29075616591907466,0.5681661881255063,0.47753895644094535,0.7441858137106993,0.7479704648388651,0.7452934208035698,0.7479831120634798
1,4,balanced_accuracy,"[('select_before', SelectFromModel(estimator=AdaBoostClassifier(base_estimator=DecisionTreeClassifier(random_state=2025),
                                             random_state=2025))), ('clf', GaussianNB())]",92.46653938293457,0.0232236385345459,0.5829300750060489,0.34425265679791295,0.5799524707653457,0.5475164918897489,0.7542762990695007,0.756258335021411,0.7536143352355051,0.7537576135552541
2,4,f1_weighted,"[('select_before', SelectKBest(k=4)), ('clf', CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',
                       n_jobs=-1))]",3.7062113285064697,0.05907106399536133,0.586196467457053,0.29075616591907466,0.5681661881255063,0.47753895644094535,0.7441858137106993,0.7479704648388651,0.7452934208035698,0.7479831120634798
3,4,geometric_mean,"[('select_before', SelectFromModel(estimator=AdaBoostClassifier(base_estimator=DecisionTreeClassifier(random_state=2025),
                                             random_state=2025))), ('clf', GaussianNB())]",92.46653938293457,0.0232236385345459,0.5829300750060489,0.34425265679791295,0.5799524707653457,0.5475164918897489,0.7542762990695007,0.756258335021411,0.7536143352355051,0.7537576135552541
4,4,roc_auc_ovo,"[('select_before', SelectKBest(k=4)), ('clf', CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',
                       n_jobs=-1))]",3.7062113285064697,0.05907106399536133,0.586196467457053,0.29075616591907466,0.5681661881255063,0.47753895644094535,0.7441858137106993,0.7479704648388651,0.7452934208035698,0.7479831120634798
5,4,roc_auc_ovr,"[('select_before', SelectKBest(k=4)), ('clf', BaggingClassifier(base_estimator=CalibratedClassifierCV(base_estimator=GaussianNB(),
                                                        method='isotonic',
                                                        n_jobs=-1),
                  n_jobs=-1, random_state=2025, verbose=1))]",2.824556589126587,0.16090154647827148,0.586015001209775,0.2894723279202222,0.5675823848967685,0.47575358899075926,0.7442731032095348,0.7480695273388154,0.745377401130627,0.7480522689406469
6,4,roc_auc_ovo_weighted,"[('select_before', SelectKBest(k=4)), ('clf', CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',
                       n_jobs=-1))]",3.7062113285064697,0.05907106399536133,0.586196467457053,0.29075616591907466,0.5681661881255063,0.47753895644094535,0.7441858137106993,0.7479704648388651,0.7452934208035698,0.7479831120634798
7,4,roc_auc_ovr_weighted,"[('select_before', SelectKBest(k=4)), ('clf', CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',
                       n_jobs=-1))]",3.7062113285064697,0.05907106399536133,0.586196467457053,0.29075616591907466,0.5681661881255063,0.47753895644094535,0.7441858137106993,0.7479704648388651,0.7452934208035698,0.7479831120634798
